outer_test_load,macro_f1,model,rep
,0.92,RF_file_bootstrap,386.0
,0.9520933977455716,RF_file_bootstrap,387.0
,0.9791304347826086,RF_file_bootstrap,388.0
,0.9520933977455716,RF_file_bootstrap,389.0
,0.945054945054945,RF_file_bootstrap,390.0
,0.9653542110063849,RF_file_bootstrap,391.0
,0.866103896103896,RF_file_bootstrap,392.0
,0.9715099715099716,RF_file_bootstrap,393.0
,0.9392652056720966,RF_file_bootstrap,394.0
,0.9323867478025692,RF_file_bootstrap,395.0
,0.908041958041958,RF_file_bootstrap,396.0
,0.9580712788259956,RF_file_bootstrap,397.0
,0.9520933977455716,RF_file_bootstrap,398.0
,0.9323867478025692,RF_file_bootstrap,399.0
,0.8886033321517193,RF_file_bootstrap,400.0
,0.9323867478025692,RF_file_bootstrap,401.0
,0.9323867478025692,RF_file_bootstrap,402.0
,0.9200183356006388,RF_file_bootstrap,403.0
,0.9200183356006388,RF_file_bootstrap,404.0
,0.9715099715099716,RF_file_bootstrap,405.0
,0.9715099715099716,RF_file_bootstrap,406.0
,0.9365079365079364,RF_file_bootstrap,407.0
,0.9267962172759774,RF_file_bootstrap,408.0
,0.958041958041958,RF_file_bootstrap,409.0
,0.9119230067505928,RF_file_bootstrap,410.0
,0.9392652056720966,RF_file_bootstrap,411.0
,0.9392652056720966,RF_file_bootstrap,412.0
,0.9791304347826086,RF_file_bootstrap,413.0
,0.9200183356006388,RF_file_bootstrap,414.0
,0.9392652056720966,RF_file_bootstrap,415.0
,0.9653542110063849,RF_file_bootstrap,416.0
,0.9322991822991824,RF_file_bootstrap,417.0
,0.9392652056720966,RF_file_bootstrap,418.0
,0.9392652056720966,RF_file_bootstrap,419.0
,0.944949494949495,RF_file_bootstrap,420.0
,0.9323867478025692,RF_file_bootstrap,421.0
,0.8847727272727273,RF_file_bootstrap,422.0
,0.91462063086104,RF_file_bootstrap,423.0
,0.9200183356006388,RF_file_bootstrap,424.0
,0.92,RF_file_bootstrap,425.0
,0.91462063086104,RF_file_bootstrap,426.0
,0.9520933977455716,RF_file_bootstrap,427.0
,0.9520933977455716,RF_file_bootstrap,428.0
,0.9520933977455716,RF_file_bootstrap,429.0
,0.9267962172759774,RF_file_bootstrap,430.0
,0.9520933977455716,RF_file_bootstrap,431.0
,0.9715099715099716,RF_file_bootstrap,432.0
,0.9715099715099716,RF_file_bootstrap,433.0
,0.9392652056720966,RF_file_bootstrap,434.0
,0.9520933977455716,RF_file_bootstrap,435.0
,0.9580712788259956,RF_file_bootstrap,436.0
,0.9580712788259956,RF_file_bootstrap,437.0
,0.9200183356006388,RF_file_bootstrap,438.0
,0.9715099715099716,RF_file_bootstrap,439.0
,0.9715099715099716,RF_file_bootstrap,440.0
,0.9392652056720966,RF_file_bootstrap,441.0
,0.9580712788259956,RF_file_bootstrap,442.0
,0.9715099715099716,RF_file_bootstrap,443.0
,0.9322991822991824,RF_file_bootstrap,444.0
,0.92,RF_file_bootstrap,445.0
,0.9001347708894878,RF_file_bootstrap,446.0
,0.866103896103896,RF_file_bootstrap,447.0
,0.9520933977455716,RF_file_bootstrap,448.0
,0.945054945054945,RF_file_bootstrap,449.0
,0.9520933977455716,RF_file_bootstrap,450.0
,0.9392652056720966,RF_file_bootstrap,451.0
,0.9520933977455716,RF_file_bootstrap,452.0
,0.9026788218793828,RF_file_bootstrap,453.0
,0.9520933977455716,RF_file_bootstrap,454.0
,0.9323867478025692,RF_file_bootstrap,455.0
,0.944949494949495,RF_file_bootstrap,456.0
,0.9267962172759774,RF_file_bootstrap,457.0
,0.9119230067505928,RF_file_bootstrap,458.0
,0.9580712788259956,RF_file_bootstrap,459.0
,0.9392652056720966,RF_file_bootstrap,460.0
,0.9580712788259956,RF_file_bootstrap,461.0
,0.9653542110063849,RF_file_bootstrap,462.0
,0.9026788218793828,RF_file_bootstrap,463.0
,0.924025974025974,RF_file_bootstrap,464.0
,0.9520933977455716,RF_file_bootstrap,465.0
,0.9392652056720966,RF_file_bootstrap,466.0
,0.9078341013824884,RF_file_bootstrap,467.0
,0.9580712788259956,RF_file_bootstrap,468.0
,0.9322991822991824,RF_file_bootstrap,469.0
,0.9322991822991824,RF_file_bootstrap,470.0
,0.9392652056720966,RF_file_bootstrap,471.0
,0.945054945054945,RF_file_bootstrap,472.0
,0.9520933977455716,RF_file_bootstrap,473.0
,0.9580712788259956,RF_file_bootstrap,474.0
,0.945054945054945,RF_file_bootstrap,475.0
,0.945054945054945,RF_file_bootstrap,476.0
,0.9715099715099716,RF_file_bootstrap,477.0
,0.9580712788259956,RF_file_bootstrap,478.0
,0.9267962172759774,RF_file_bootstrap,479.0
,0.9267962172759774,RF_file_bootstrap,480.0
,0.9119230067505928,RF_file_bootstrap,481.0
,0.9854545454545456,RF_file_bootstrap,482.0
,0.9854545454545456,RF_file_bootstrap,483.0
,0.9200183356006388,RF_file_bootstrap,484.0
,0.9392652056720966,RF_file_bootstrap,485.0
,0.944949494949495,RF_file_bootstrap,486.0
,0.9653542110063849,RF_file_bootstrap,487.0
,0.9520933977455716,RF_file_bootstrap,488.0
,0.9520933977455716,RF_file_bootstrap,489.0
,0.9520933977455716,RF_file_bootstrap,490.0
,0.945054945054945,RF_file_bootstrap,491.0
,0.908041958041958,RF_file_bootstrap,492.0
,0.92,RF_file_bootstrap,493.0
,0.9322991822991824,RF_file_bootstrap,494.0
,0.9392652056720966,RF_file_bootstrap,495.0
,0.91462063086104,RF_file_bootstrap,496.0
,0.9392652056720966,RF_file_bootstrap,497.0
,0.9001347708894878,RF_file_bootstrap,498.0
,0.9322991822991824,RF_file_bootstrap,499.0
,0.9119230067505928,RF_file_bootstrap,500.0
,0.9200183356006388,RF_file_bootstrap,501.0
,0.9267962172759774,RF_file_bootstrap,502.0
,0.9520933977455716,RF_file_bootstrap,503.0
,0.9392652056720966,RF_file_bootstrap,504.0
,0.9653542110063849,RF_file_bootstrap,505.0
,0.9854545454545456,RF_file_bootstrap,506.0
,0.8963113104479328,RF_file_bootstrap,507.0
,0.924025974025974,RF_file_bootstrap,508.0
,0.9520933977455716,RF_file_bootstrap,509.0
,0.908041958041958,RF_file_bootstrap,510.0
,0.945054945054945,RF_file_bootstrap,511.0
,0.9392652056720966,RF_file_bootstrap,512.0
,0.908041958041958,RF_file_bootstrap,513.0
,0.9001347708894878,RF_file_bootstrap,514.0
,0.9323867478025692,RF_file_bootstrap,515.0
,0.9580712788259956,RF_file_bootstrap,516.0
,0.9653542110063849,RF_file_bootstrap,517.0
,0.9392652056720966,RF_file_bootstrap,518.0
,0.945054945054945,RF_file_bootstrap,519.0
,0.9580712788259956,RF_file_bootstrap,520.0
,0.9715099715099716,RF_file_bootstrap,521.0
,0.8907407407407408,RF_file_bootstrap,522.0
,0.9267962172759774,RF_file_bootstrap,523.0
,0.9267962172759774,RF_file_bootstrap,524.0
,0.9580712788259956,RF_file_bootstrap,525.0
,0.944949494949495,RF_file_bootstrap,526.0
,0.9580712788259956,RF_file_bootstrap,527.0
,0.9267962172759774,RF_file_bootstrap,528.0
,0.9580712788259956,RF_file_bootstrap,529.0
,0.9267962172759774,RF_file_bootstrap,530.0
,0.9078341013824884,RF_file_bootstrap,531.0
,0.9322991822991824,RF_file_bootstrap,532.0
,0.9323867478025692,RF_file_bootstrap,533.0
,0.9854545454545456,RF_file_bootstrap,534.0
,0.9854545454545456,RF_file_bootstrap,535.0
,0.9580712788259956,RF_file_bootstrap,536.0
,0.9854545454545456,RF_file_bootstrap,537.0
,0.9200183356006388,RF_file_bootstrap,538.0
,0.9854545454545456,RF_file_bootstrap,539.0
,0.924025974025974,RF_file_bootstrap,540.0
,0.9267962172759774,RF_file_bootstrap,541.0
,0.9520933977455716,RF_file_bootstrap,542.0
,0.9267962172759774,RF_file_bootstrap,543.0
,0.9580712788259956,RF_file_bootstrap,544.0
,0.9854545454545456,RF_file_bootstrap,545.0
,0.9001347708894878,RF_file_bootstrap,546.0
,0.9791304347826086,RF_file_bootstrap,547.0
,0.9653542110063849,RF_file_bootstrap,548.0
,0.9322991822991824,RF_file_bootstrap,549.0
,0.945054945054945,RF_file_bootstrap,550.0
,0.9715099715099716,RF_file_bootstrap,551.0
,0.924025974025974,RF_file_bootstrap,552.0
,0.9520933977455716,RF_file_bootstrap,553.0
,1.0,RF_file_bootstrap,554.0
,0.9653542110063849,RF_file_bootstrap,555.0
,0.8963113104479328,RF_file_bootstrap,556.0
,0.8886033321517193,RF_file_bootstrap,557.0
